Id,Category
641327226928107520,negative
641335091088728064,negative
641349989336088576,positive
641365595972239361,negative
641376716934500352,negative
641381401393295360,positive
641398676942749696,negative
641402436037414914,positive
641403437469401088,neutral
641433871867846656,neutral
641439412258271232,positive
641447372917186560,positive
641450090087981056,negative
641460519359094784,positive
641469170425556992,positive
641544971565301760,neutral
641603652042498048,negative
641616205434896384,positive
641645017166159872,negative
641663330810134528,positive
639828335158128641,positive
639831538943655936,positive
639840561021759488,positive
639840786234916864,positive
639841474125950976,neutral
639842986113765376,positive
639848005668110336,positive
639849434696822785,negative
639851700199784448,positive
639865193103798272,negative
639867028761763840,positive
639872157804306432,positive
639876165172396034,positive
639888132914196489,negative
639889007783084033,negative
639897318070861824,neutral
639902886651146240,positive
639926027947503616,negative
639935130086182912,positive
639938610725318656,positive
639940948156395520,negative
639943611111591936,positive
639950098026397696,positive
639950878947049472,negative
639952883111317504,negative
639954717553074176,positive
639965483505217537,positive
639965994698567681,positive
639969872030535680,negative
639981791097524224,positive
639991336410722304,negative
639994323317190656,positive
640004214756900864,positive
640005795900444672,negative
640012623543603201,positive
640030544936468480,positive
640042730794692609,positive
640058368401391616,positive
640164348942376960,negative
640172334259810304,negative
640174069627772928,positive
640188596146843648,positive
640189794920833024,positive
640204345649307648,neutral
640271252142313473,positive
640310339788140544,neutral
640310413658300416,positive
640319190671470592,positive
640321149373693952,positive
640329515374407680,negative
640352465976717312,negative
640357679874097153,neutral
640358514964217856,neutral
640363502578835456,positive
640366647962824705,positive
640373424003551232,positive
640375531012268032,positive
640378115735330816,positive
640379928010227712,positive
640381211941191680,neutral
640385044394086400,positive
640387966720806912,neutral
640391689035739137,negative
640402119573536768,positive
640402539846963200,negative
640402764493819904,neutral
640420259456000000,negative
640423358702587904,positive
640515096100368384,neutral
640569618394968066,neutral
640580524570972160,positive
640631136553672704,negative
640644683245449216,positive
640668188657647616,positive
640767468030431232,negative
640767556052238336,positive
640820471622148096,negative
640829256382156800,positive
640842199446372352,neutral
640846110177628160,negative
640858024458997760,positive
640964695483027456,neutral
641003432149553152,negative
641012504081133568,positive
641016534337392640,negative
641025833038016512,negative
641116462799785985,positive
641118162180771840,positive
641176264594857984,positive
641267597695184896,negative
641296400068685824,positive
641318544383344640,positive
641369090750332928,positive
641387986547044353,positive
641429950067814400,negative
641538598442041344,neutral
641554901496152064,positive
641611332920315904,positive
641625703218311169,negative
641640260863029248,positive
630045882696667136,positive
630176519491489793,positive
630208324860915713,positive
630298927154266112,positive
630433587498758145,positive
630441620148719616,positive
630468841345302529,positive
630521273253253120,negative
630580275106480129,positive
630613988456439808,neutral
630696218507612161,negative
630783278581088256,positive
630886601762082817,positive
631001635435581440,negative
631046988679782400,positive
631058655828426753,positive
631097146079444997,negative
631198628384628740,negative
631225258176028672,negative
631288873604227072,positive
631338638127853568,positive
631557551121772544,positive
631559979699298304,neutral
631702866047053824,positive
631797201690230784,neutral
631813919913439233,positive
631823843179540480,negative
631875007703089152,negative
632132156035309568,negative
632189339682869248,negative
632226191311810560,negative
632312056910221312,negative
632536843041525762,positive
632708620514230276,positive
632951316311052288,positive
633125973639106561,positive
633355605407858688,negative
633383613300666369,negative
633530535713730560,positive
633789909757652992,positive
633892499807969280,positive
633996123850567680,positive
634078078080294912,positive
634182184119717888,positive
634237949933154304,negative
634284428995493889,positive
634456759118245889,positive
634478999515697152,positive
634510606796767232,positive
634745914821844993,positive
634801247539720192,neutral
634823437953859584,positive
635295423352209408,negative
635446874724519936,negative
635502274761097217,positive
635559181278253056,negative
635666125649346560,positive
635715948834631680,neutral
635823785397080066,negative
635967333878628352,negative
636497392905228290,positive
636662773334716417,negative
636803444582420480,positive
636832542977576960,positive
636909186169851905,positive
637062382439690240,positive
637135120982392832,positive
637192419268775936,positive
637194036667895808,positive
637258667088285696,positive
637269262474846208,positive
637307907659448320,positive
637525354840723456,positive
637547259568201728,positive
637889764113416192,positive
637976485006082048,negative
638594849738985472,positive
638805306752040960,positive
639354367456477184,positive
639448502033084416,positive
639484393300619264,positive
639485613503315968,positive
639505279357460480,negative
639626604633718784,negative
639659423393296384,positive
639718141950431232,positive
639757825074315264,positive
639890107386974208,positive
639939533988081664,positive
640073790056189952,positive
640198736665276416,positive
640437806641356800,positive
640472700507553792,negative
640572234830970880,negative
640661146182283264,negative
640793748608303104,positive
640878311107862528,negative
641042207709925380,positive
641191529743261697,positive
641529725337387008,positive
625013431767183360,negative
625091888333242369,positive
625160705377898496,positive
625379485144084481,positive
625415668696002560,positive
625445775233912832,neutral
625608821000531968,negative
625639721855754240,negative
625783870890315776,positive
625814866209603584,neutral
625824873806434304,neutral
625869459794694144,positive
626311575201280000,positive
626550869526478848,positive
626627156555083776,negative
626752075687309312,positive
628066155446468609,neutral
628253124793380864,positive
628322788085002240,positive
628332936836874240,negative
628362259954143232,positive
628373840415076352,negative
628540031582535681,neutral
628558214477381632,neutral
628688430247997440,negative
628691427006877700,positive
628696109083262976,neutral
628745809941532672,negative
628781598108962816,negative
628798531726258176,positive
628872547711512576,negative
628890201318817792,negative
628907231476584448,neutral
629013257509052416,neutral
629038344349970432,positive
629152247608311808,positive
629220886135066624,negative
629398316346793984,neutral
629398493056991232,negative
629398538582016004,positive
629400581174497281,positive
629415895073341440,negative
629415950706733056,positive
629418585895661568,positive
629420612859985921,negative
629428888301498368,positive
629432104909152256,positive
629432291698176000,positive
629434150836006912,positive
629434170045915136,neutral
629436375901732864,negative
629436840928391168,positive
629437597220077569,positive
629445404950593536,positive
629448586481119232,neutral
629457900096888833,negative
629479731499368448,positive
629486975049830400,neutral
629582762186387456,negative
629787409790545920,positive
629862475433816064,positive
630204548095864832,positive
630782072697843712,neutral
630838401441341440,positive
630847766533644289,neutral
631068672665198596,negative
631360089975336960,positive
631391788868071424,positive
631449133081964544,negative
631495702229585920,negative
631498241259868160,positive
633453242643554308,positive
633603291323215872,positive
633791987871797248,negative
633907586383740928,positive
635152515940548609,negative
635180243934912512,positive
635289626274476032,positive
635717944337563648,negative
635916054389125120,negative
635974485112303616,positive
636008040639148032,neutral
636359053686505472,positive
636561343223468032,positive
636977910000259072,negative
637404977707794432,neutral
637671576620679168,negative
638041749663801344,positive
638137933367758848,neutral
638141553026985984,negative
638171467272863745,positive
638171986741473280,positive
638468439984721921,negative
638501424603660292,positive
638828685009641473,negative
639057192151289857,positive
639179008664596482,negative
640231843850264577,positive
640629819160555522,positive
641384090424340481,negative
640899656931799040,positive
640913731375919106,neutral
640922166125420544,positive
640922794881101824,positive
640938668027326464,positive
640939867866800129,positive
640943448032432128,positive
640951392543330305,negative
640971134175965184,positive
640975553231720448,positive
640976230024650752,neutral
640981440017104896,positive
640991381608103936,positive
640992198230679553,positive
640993235683409924,negative
641000958022021121,negative
641001124577824768,negative
641005936857976832,negative
641008313476509697,neutral
641023815573721089,positive
641025951074230272,negative
641029103710261248,positive
641041202020638721,negative
641049362835968000,positive
641091583564251136,positive
641131465850417152,positive
641137645121310720,positive
641153108068794369,positive
641159530471161856,negative
641170334348128256,neutral
641175771688665088,positive
641184755023802368,neutral
641184869171773440,neutral
641192429375193088,positive
641193014115868673,positive
641198714145648641,negative
641204038445436928,positive
641215686107336704,positive
641230955018063872,positive
641233472691040256,negative
641243487220985856,positive
641251649156087808,positive
641260621107974144,positive
641262795233882112,negative
641272012816650241,positive
641284990345416704,positive
641290832356745216,negative
641294826164588544,negative
641304065947910144,negative
641304771471675393,negative
641305622076649472,neutral
641306117516230656,positive
641306545486209028,positive
641310299174346753,positive
641311490297958400,neutral
641319316013621248,negative
641323528101457920,negative
641327633368764416,negative
641343193997426688,neutral
641349411444928514,neutral
641352090850209792,positive
641356809773584389,positive
641357737587159040,negative
641358915515453444,negative
641367731879694336,positive
641380201352589312,positive
641382490494607360,negative
641399495205326848,positive
641422906682175489,positive
641433758881685504,neutral
641446728722460672,positive
641462615076507648,positive
641465303780749312,positive
641470890128093185,positive
641483260883795968,negative
641496358772346880,neutral
641509006553563136,positive
641509759431102464,positive
641519751055998976,negative
641520846482329600,positive
641522722925744128,positive
641524484650856448,positive
641530092523548672,positive
641560860100591617,positive
641565665388855296,positive
641577840257990656,positive
641585364457684992,neutral
641585789898461184,positive
641587178141782016,negative
641588526870429696,positive
641594953118916608,positive
641598236138934272,negative
641604612651290624,positive
641608483268333568,negative
641613333087563780,negative
641633830605062146,positive
641641031444865024,positive
641643452007100416,positive
641649357637423106,negative
641650763773669377,positive
640016229508497408,positive
640016538255409152,negative
640034173672001536,positive
640039182694420480,positive
640144610690371585,positive
640191561255505924,positive
640223415350231040,positive
640294874529468416,positive
640310025064329216,negative
640331974566002688,positive
640332059391594496,negative
640350368866639872,positive
640350990743547904,negative
640363185883742209,negative
640368435852021760,positive
640378052615249920,positive
640385885213720576,negative
640388781225451520,positive
640391687785746432,negative
640402417230725120,positive
640402784559476736,positive
640524663563661312,negative
640531688141885440,neutral
640540438902927360,positive
640563582363664384,positive
640644839013396481,negative
640648278728511488,positive
640650044245413889,neutral
640673251153342464,positive
640685545321046016,positive
640686341227986944,neutral
640712773660348417,positive
640724530130997248,positive
640725592086827008,positive
640726910163509248,negative
640729373100912642,positive
640742795091640320,positive
640751478571970560,negative
640760017876979712,negative
640760695152181248,negative
640776384332173312,negative
640809767972155392,negative
640866637353230336,negative
640912338862800896,positive
640930354061312000,positive
640948672885313536,positive
640957457947168768,positive
640961680667725824,positive
640979023590518784,positive
640992365944131588,neutral
641026010071322624,positive
641027195398295553,positive
641027382128852993,negative
641027648983072768,positive
641036896223817728,positive
641039138997829632,neutral
641063869784457216,positive
641092800298127360,positive
641105493335781376,positive
641109769311223808,positive
641115003056029696,positive
641119805446078466,positive
641121458874400768,positive
641204724470034436,positive
641257743517507584,negative
641262136266625025,negative
641267391947603968,positive
641270218447290369,positive
641278049208569856,negative
641301705708040192,positive
641307921184346112,positive
641326178540875777,positive
641329508994449408,positive
641346738960203776,positive
641353381856940032,positive
641356277281460224,positive
641358985694543873,positive
641377977884909569,negative
641380659215364096,positive
641386790620897280,positive
641411498741506048,positive
641417705833172992,negative
641429538493194240,positive
641438200003584000,positive
641443669392777216,positive
641444998060183553,positive
641448417512714240,positive
641453688813260800,positive
641558811002585088,neutral
641603472857567232,positive
641612687177199616,positive
641619213606514689,positive
641620366629015552,negative
641625950136979456,positive
641635504589402112,negative
641635697447665665,positive
641635903409012736,positive
641638563675770881,positive
641665418046783488,positive
641669138679758848,neutral
620092023375159296,positive
620092635756298240,neutral
620092929957212160,negative
620093063621275648,positive
620093105253920768,positive
620094041695215616,positive
620095545634193408,positive
620095662680506368,positive
620096560119029761,negative
620096843222003712,negative
620099157361995776,positive
620100672332148736,negative
620101436857167872,positive
620106080559837185,neutral
620106405454807040,positive
620107024446066688,positive
620108364719067136,positive
620129816063418368,positive
620132153301573632,positive
620143400646496256,neutral
620146279037968385,positive
620165954480287744,positive
620173155341062144,positive
620189355143995392,negative
620218841923231744,negative
620227378455969792,negative
620229109482954752,negative
620243521753092097,positive
620258051371630592,positive
620292154120867840,neutral
620361517016330240,positive
620374749550641153,positive
620377426586148865,negative
620416630300868609,positive
620417123584573440,positive
620417264425242624,positive
620433997202505728,negative
620465287045853184,neutral
620479188169031680,positive
620481435992989697,positive
620491616105701376,negative
620527916594655234,positive
620566346045235200,positive
620577945472495616,positive
620637073154805761,positive
620648583566462976,positive
620663336288411648,positive
620694453033005056,positive
620910183355650048,negative
620963802012610560,positive
620971310479486976,positive
621019796780503040,negative
621033144792186880,positive
621089667505520644,positive
621318727124914176,neutral
622146524387147776,negative
622172427032899584,positive
622414530749026304,positive
622481120240599040,positive
622516531042328576,positive
623285927838896128,negative
624377467214540800,negative
624660020832002048,positive
624691572945362944,positive
624738401997221888,negative
626358164087181312,negative
627223885621161984,positive
627246987943915521,positive
627699695247314945,neutral
627796401594851328,positive
628240356279209984,positive
628364882388361218,positive
628877320229486592,positive
630906193918185472,positive
630912035967094784,positive
630915140385247232,positive
630939126653669378,positive
631045185015836672,positive
631064431175335936,positive
631210650094686208,negative
631211303697133568,positive
631244487591862272,negative
631369668435951616,positive
631569392388730880,negative
632121092967108608,negative
633290864400273408,negative
633504234307211265,positive
634998457862856704,positive
637716455035830273,positive
638478753438527488,positive
639216535366705153,positive
639483979104714753,negative
639896314260623361,negative
640050044012507137,neutral
640254516324106240,positive
640546960219467776,negative
640758962023960576,neutral
641138167991545856,positive
641356590616940545,positive
641378699984674816,positive
620216629503262720,negative
620522318662619137,negative
620615792644767744,negative
620879025997635585,positive
620996786661011456,positive
621905753725603840,positive
621950826819391488,neutral
622069286979252226,positive
622092660233367552,positive
622172847499255809,positive
622714190650851329,positive
622788650527531008,positive
623223507401355264,neutral
623381091643097089,neutral
623392706895704064,positive
623632791666757634,negative
623753201863372800,positive
623869636887617536,positive
624000313809309696,positive
624170632557694976,neutral
624248411244642304,negative
624295252799672320,positive
624347240379846656,negative
624499723123212288,positive
624591663965470726,positive
624680949633167360,positive
624710620747800576,positive
625225111386206209,positive
625572340735320064,positive
625652617587208192,positive
625899033119199232,neutral
626144618866966528,positive
626309703841284096,negative
627192117576609792,negative
627708045703970820,positive
627769516588556288,positive
628012759515574272,negative
628295376890671104,negative
628411497266454528,negative
628657181106147328,positive
628905246480310272,negative
629647944044511232,negative
630230839666675713,positive
630307024065040384,positive
630933665627836416,negative
631036515435573248,negative
631122937429405696,negative
631202081530060801,positive
631421610537435137,negative
631447091827511296,positive
631960453904760832,positive
632021853188542464,negative
632906218118365184,positive
633003123334873088,negative
633253908614393856,positive
633413259316621315,positive
633965992444452865,neutral
634730778098843648,positive
634761938644414465,negative
634902664569049088,negative
634937852116135936,neutral
635575804861112321,positive
635853555555962880,neutral
635902737515958273,negative
636325821012045824,negative
636641421236260864,neutral
636679639272919040,negative
636690425739411457,positive
637238188168220673,negative
637282857002659841,positive
637294811590995968,positive
637416609729150976,positive
637471000138006528,neutral
637665206198534144,positive
638144160743194624,neutral
638411702564966400,negative
638500251490369536,positive
638704852239908864,negative
638768516548530177,positive
638969368550899712,positive
639135950149390337,negative
639174384431685632,positive
639206775003090944,positive
639684029688582144,negative
639723851279110144,negative
640389331350331392,negative
640648970134507520,negative
640817527879303169,negative
640829523227906049,neutral
640901778431680512,negative
640905816506281988,negative
640915832160284672,negative
641006416963112961,neutral
641032179754078208,positive
641319857984786432,positive
641322290039361537,neutral
641338497027043328,positive
641346722333982721,positive
641419627051008000,positive
641580443314335745,positive
639354524092788736,positive
639358639631953920,negative
639362452560474112,neutral
639371024589418496,negative
639372895903449088,negative
639373632884613120,negative
639373839718289408,negative
639376556901711872,negative
639379129608052737,positive
639383767912685568,negative
639398518935920640,negative
639401058469609472,negative
639405199338119168,positive
639410341999456256,positive
639420535613472768,positive
639436388392411136,positive
639464171965423616,negative
639467300928782336,negative
639491065666535424,positive
639507939087282176,negative
639517913754509312,positive
639525739591802881,neutral
639530910983950337,negative
639568102007685120,positive
639572338506338305,positive
639594546909851648,positive
639675620973223936,negative
639679791587704832,positive
639685165564956672,positive
639688735118987264,neutral
639692537201074176,positive
639698906234941440,positive
639727678166274048,neutral
639735652439867392,positive
639771182695350272,negative
639775350646538244,negative
639789950419005440,negative
639805563711455233,neutral
639814484467535872,positive
639871794384609280,positive
639914824831528960,positive
640059950987890688,negative
640099877368823808,negative
640140104036679680,positive
640176934941523968,negative
640220488019521536,negative
640223878749495296,negative
640273017277411328,positive
640279128084770816,positive
640320942527352833,negative
640435405951762432,positive
640442700307800064,positive
640444001770958848,positive
640445335999909889,neutral
640455303847395328,negative
640456026198818816,positive
640513268931428353,negative
640542670797078532,negative
640548184817860609,negative
640575558313754625,positive
640613244361670656,positive
640647862859243520,positive
640746454848548864,positive
640809730370367488,positive
640836393908895744,positive
640847915196522496,negative
640853260648214528,positive
640879208869314560,positive
640884964070957056,positive
640898029583749120,neutral
640901426131140609,negative
640916074620284929,negative
640963979792089088,negative
640968048493596672,positive
640970534558109696,negative
640995794624081920,positive
640995927902162944,positive
641000263541747712,positive
641001409689845760,positive
641005605109501952,negative
641008410016784384,positive
641025444079386625,positive
641035774125842432,positive
641124478089601024,negative
641148175978508288,positive
641177049617596416,negative
641210202369470464,positive
641210718730231808,positive
641298093602947073,neutral
641350741517406208,positive
641390237491548161,negative
641436199870144513,positive
641546858985324544,positive
641554268407865345,positive
641561685938032640,positive
641572150097379328,positive
641575147607072768,negative
641577173162328065,negative
641616340210487296,positive
641664961140408321,negative
622028999238262784,positive
622062314653528064,positive
622080379105714177,neutral
622132407756582912,neutral
622140902526578688,positive
622157887356465154,positive
622158837630533632,positive
622162811037179904,positive
622180786452566016,negative
622187201787523072,positive
622187443261865984,neutral
622197891449360384,positive
622205290809851905,positive
622205458657488896,positive
622205844801875969,positive
622212559504998401,positive
622222285768757248,positive
622225125857992704,positive
622225429827420161,positive
622258129896644608,positive
622258302664228864,negative
622280699014479872,positive
622309536825630720,positive
622573957988941824,positive
622906364109717504,positive
623235314300096516,positive
623495969275916288,positive
623665301746524160,positive
624089804196593664,positive
624446332837597184,negative
624797206973935616,positive
625062283971006465,positive
625267295439335424,neutral
625364154476535808,positive
625372816003739648,negative
626007390194958336,negative
626265350871474176,positive
626298734926692352,neutral
627021346137108480,negative
627156254570467328,negative
627976354517118976,positive
628605177885388800,negative
629378968135692288,neutral
629912726752464897,positive
630075783529238529,positive
630464129887825920,positive
630478475971960832,positive
630487039927042049,positive
630505491630792704,negative
630554942613295104,negative
631285447436558336,positive
631427735982878720,positive
631558193785626624,positive
632618903357812736,positive
632666080461328384,positive
632819975414132736,positive
633364551375921152,negative
633441894761021440,neutral
633476829190316032,neutral
633831732169474048,positive
634111631455350784,negative
634275935064354816,negative
634737573466927104,negative
635141926119960576,positive
635567853253607425,positive
635962812733460480,positive
635971528224477184,positive
636299339241906180,negative
636367782616170496,neutral
636661551160799232,negative
638310172667047936,negative
638974156399218688,positive
639288714716286980,negative
639590688426995712,negative
639923007209799680,negative
639940415110537217,positive
639999478871650304,negative
640008009255555072,positive
640013688280248321,negative
640020295160479744,positive
640050040866631680,positive
640097521595977728,negative
640220861207711744,neutral
640305703605809153,positive
640327417979015168,negative
640334151292461056,positive
640338243666341888,positive
640340589355995136,negative
640345480182890496,positive
640348083264491521,positive
640367826440622080,neutral
640384502351589377,positive
640385851034238976,positive
640387654551343104,negative
640544734570659840,neutral
640633321484087296,positive
640709023793291264,positive
640999124561620992,positive
641425755491205122,positive
641544155114696704,positive
640007387735166976,positive
640020877015252992,negative
640029554015236096,neutral
640039529248780288,positive
640040100928188416,positive
640044918950395904,neutral
640073047047737344,positive
640075181537423365,positive
640077450362261504,positive
640084678112710656,negative
640170913414012928,positive
640202303169957888,negative
640209394593083392,positive
640215658295226371,positive
640237497704845313,positive
640251474967052288,positive
640281054654427137,positive
640283642195869696,positive
640315956489641984,positive
640317427767623680,negative
640330173687009281,positive
640334095545819136,positive
640346989805203457,positive
640365651656179712,positive
640370024033595392,neutral
640373573002006528,positive
640380506312327168,negative
640402527322705921,positive
640413046117019648,positive
640418288044896256,positive
640418922722824192,positive
640422558928470016,positive
640432901364908033,negative
640447866197032961,positive
640492246073081857,positive
640517929390444544,positive
640530977886855168,negative
640575821187444740,negative
640582028715524096,positive
640593078164656128,positive
640602442430816256,positive
640603965000839168,positive
640606456358699008,negative
640625633932906496,negative
640658839595933696,positive
640667802534187008,positive
640682809061830657,positive
640693538607370240,positive
640694701054668800,positive
640697079828885504,positive
640709389305839616,positive
640709776163237888,positive
640713675326685184,positive
640720651909656577,negative
640735139123736576,negative
640738077778972673,positive
640744541901864960,positive
640754165598130176,negative
640763298221178880,positive
640767829097103360,negative
640779690144198656,positive
640794917044813824,positive
640815248350441472,neutral
640815667772420096,positive
640877186917007360,positive
640942554729476097,neutral
640979637565194240,positive
640990641963429888,negative
641019016702640128,positive
641070123911000064,positive
641079263328792577,negative
641082489495121920,positive
641092614586941440,positive
641092954229112832,negative
641094509439385604,positive
641096137785503744,neutral
641103854323367936,negative
641134332858380289,positive
641135425294209024,positive
641136104712744960,positive
641136532879884288,positive
641175755725139968,positive
641177972666314752,positive
641276056498900993,positive
641277016373919744,negative
641287657692073984,negative
641394584472285184,positive
641399694942310400,positive
641412547170557952,neutral
641415681045622784,positive
641426682717581313,positive
641429366761762817,positive
641466944500072448,neutral
641467765648306176,positive
641476038766149633,positive
641490196844834816,positive
641509510914248704,positive
641530177688698880,neutral
641650502913011713,positive
641661525686530048,positive
640427226391953408,negative
640457509506023424,neutral
640465863309570048,neutral
640507697763328000,negative
640514848317505536,positive
640524358188969984,negative
640528053802823680,positive
640545434965004288,negative
640547560780890112,negative
640556849285201920,negative
640581580851912704,neutral
640599411123462147,positive
640608460724310018,negative
640611012077486080,neutral
640621355092852740,negative
640627504546377728,negative
640636969849122818,positive
640640205372923904,neutral
640647430631919620,positive
640651487442534400,negative
640652246712254464,negative
640656621102743553,positive
640662274827382784,positive
640663302859816960,negative
640674493124382720,negative
640675477682675712,positive
640678263795245056,negative
640679777444073472,positive
640679828413255681,positive
640684747493015553,negative
640691862265688064,positive
640698815121485824,positive
640707899048726528,positive
640714182527205376,positive
640715225033912320,positive
640729405405437952,negative
640733380594806784,positive
640735184325730304,negative
640735647192354816,positive
640754185047175173,positive
640766294862655488,negative
640769952115499008,positive
640770688761008129,negative
640772582577451008,positive
640774093927776256,neutral
640794018176090113,positive
640810454730833920,positive
640845078550982656,neutral
640866026876370944,negative
640878893247954944,positive
640881347016413184,positive
640898262401204224,positive
640901329792032768,neutral
640918600715501568,positive
640934245557477376,positive
640934472934891520,neutral
640937177405333504,positive
640950012948557824,negative
640972775822233600,negative
640982807033040896,positive
640988033945174016,positive
640990114164965376,negative
640995372878405632,neutral
640996075164311552,positive
640996719371522049,negative
641002072490442752,positive
641015906181771264,positive
641018056777539584,positive
641023530243485697,neutral
641027200242708480,positive
641051971198296064,negative
641052827343826944,negative
641052836076331009,neutral
641054542042370048,positive
641058660806823936,positive
641063622605582337,neutral
641080229176442880,positive
641089611511525376,positive
641113945026068480,positive
641116335112617984,positive
641196555513516032,negative
641209979991490560,neutral
641217354760908800,positive
641217933788717060,neutral
641218419002621952,neutral
641230489882390528,positive
641232831629258752,positive
641241587419324416,negative
641241649776078848,positive
641279064414810112,positive
641280657524527104,negative
641287142560305152,neutral
641289742211006464,negative
641292757479358465,neutral
641302879790198785,positive
641305441465708544,negative
641309280327606274,neutral
641321565511139329,positive
641323690416828416,neutral
641324869230194688,positive
625850580519534592,neutral
626032773287927809,positive
626105536610738176,positive
626193842107092992,negative
626213987928178688,neutral
626261201857544192,positive
626279624641658884,positive
626391527955169280,positive
626439230777085953,neutral
626444753991680001,negative
626563701106208768,neutral
626687076445089792,positive
626692821639151616,positive
627041976865714176,positive
627106489371598848,positive
627446993749712896,negative
627669384085966848,positive
628063923112050688,positive
628161998916874244,neutral
628297386679361537,negative
628453210059988992,neutral
628500723647561728,negative
629001903867867136,positive
629196424652169216,negative
629212591722618881,negative
629334345132716032,positive
629341201607577600,positive
629513364859973632,positive
629629111967830016,negative
629662376309166080,negative
630741773518774273,positive
631041854377730048,positive
631115986150801408,positive
631286503235264512,positive
631407681283211264,positive
631866143511330817,neutral
632252327424950272,neutral
632528224879308802,negative
632554333628928000,positive
632778667341381632,positive
632798717515534336,negative
633270123596374016,positive
633408339641257984,positive
633522908548075520,negative
633551412950134784,positive
633622970171199488,neutral
633655434310721536,positive
633708571805528064,negative
633757444972240897,positive
634263377536225280,positive
634272281477390336,negative
634296322984673280,neutral
634688995075694593,positive
634692610624487424,positive
634693561523531777,negative
634697795031711744,negative
634704285683445760,negative
634713086117593088,negative
634721243548127234,positive
634782795345301506,positive
634819622600994816,positive
634959692758777856,negative
635124274957717509,negative
635467067358056452,negative
635544958766723072,positive
635568824859906048,positive
635606770849714176,negative
635784005405810689,positive
635894928200060928,positive
635898699491770368,negative
635899268495220736,positive
636164643245944833,positive
636248704668856320,positive
636496266445328384,positive
636511599356940288,positive
637089129797304321,neutral
637477690002554880,negative
638109028548128768,positive
638539135540563968,positive
638572995309662208,negative
638591447285895168,positive
638637855091200000,positive
638639836090486785,negative
638710995939102720,negative
638778469841772544,positive
639054039745826816,negative
639133442693853184,negative
639321491251724289,positive
639437726752882688,positive
639716267457388544,positive
640165647108960256,negative
640263301184778241,positive
640496868095561729,negative
640593564234219520,positive
640862032682721280,negative
641134473778753536,negative
641210030843428864,positive
641221430626156545,positive
641297356252688384,positive
641323415337607168,positive
623951038584762369,negative
624009790759530496,positive
624049967515090944,neutral
624230992371392512,neutral
624285620920258562,positive
624327375484903426,positive
624346184392511492,positive
624346193007616001,positive
624366653380300800,positive
624394288957386752,positive
624532229725782016,negative
624632411721052160,positive
624642926715531265,negative
624681648689299457,neutral
624686779774423040,positive
624749230176010240,positive
624971808652042240,negative
625501148171014145,positive
625791806848929792,positive
625818645176827904,positive
625867346075381761,positive
626151550633832448,positive
626155850093207552,neutral
626180044138741760,neutral
626497709692731392,positive
626534517126352896,neutral
626575731158609920,positive
626582122938146817,positive
626626839323222016,positive
626775383283761153,negative
626897176514457601,positive
626904444245016576,positive
626913213343399936,negative
626938364491628544,neutral
626945551766913025,neutral
627221087353470976,positive
627306101587996672,negative
627604340740505600,positive
627625727454654464,neutral
627886296275402753,positive
628189563220045824,negative
628325192847237120,negative
628526976878419968,positive
628623207822704640,negative
628731455200448512,negative
628747973736796161,negative
628756832073482240,positive
629154404000735232,positive
629462630932041728,positive
629683533091610624,positive
629861619003097088,positive
630097344311078912,positive
630277823157174272,positive
631696996215074816,positive
631706942566715392,positive
631875967972179968,positive
631964173937864704,negative
633452765843468288,negative
633700618562105345,neutral
633727539584733184,positive
633973242059952128,negative
634191219636080640,negative
634485700696625154,positive
634506550145626113,neutral
634573851834212352,positive
634731717861969921,neutral
634816299391184896,positive
634847861428068352,positive
634866677834866688,positive
635301482284363776,positive
635947750790557696,neutral
636166584738914304,positive
636352627643686912,negative
636361527080058880,neutral
636385586979446784,positive
636397031347478528,positive
636570845683523584,positive
636702645571440641,neutral
637415817597059072,negative
637785062126317568,positive
638450904103043072,neutral
638459538581127170,positive
638569137317507072,positive
638761998331838464,positive
638831729696837632,negative
638884556821688320,positive
638918531300597760,positive
639107009787359238,positive
639146872121262080,positive
639548205525532672,positive
639635818668249088,neutral
639660478034083840,positive
639937116596740097,positive
639968138604478464,negative
639996717920862208,neutral
640587183208931328,positive
640628774288158720,positive
640679274035347456,positive
641082073692901376,negative
641231965308514304,positive
635199973097779200,positive
635202507032104960,negative
635202592830803968,negative
635203153034657794,positive
635204243050352640,positive
635207956787789825,positive
635212679427321856,positive
635241938313048064,negative
635250197409460225,positive
635390140010115072,negative
635407704496959488,positive
635493230444982272,positive
635505314591338496,positive
635510956236279808,positive
635512654870749184,positive
635512811330924544,negative
635513280988061696,negative
635513486479650816,negative
635513632001032192,positive
635515646097256448,negative
635515998729142272,negative
635529432183148544,negative
635529796395503616,positive
635533173342928896,positive
635534252101214208,positive
635547743872774144,positive
635576275306999808,negative
635638116540223488,positive
635716439660449793,positive
635716786936221696,positive
636232024223784960,positive
636489612819582977,positive
636935066199957504,positive
636936698144821248,negative
637082749875134464,negative
637492541969928192,negative
637701377205121025,negative
637760874107682816,neutral
638064780666802176,positive
638120597046718464,positive
638151770032746497,negative
638528253720793088,positive
638542158484635648,negative
638548603095527428,positive
639378600211251204,negative
639418110781472768,positive
639424209945501696,neutral
639574179172454400,negative
639579527258210305,positive
639589478638743552,positive
639599584252166144,positive
639704216920027136,negative
639778162654748672,positive
639901380950499328,positive
640018084443619328,positive
640023722141831169,negative
640039841300901888,neutral
640149748763217920,positive
640210392829042688,positive
640212019833085952,neutral
640213184088010752,negative
640227149438390273,positive
